Image,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,NAME_URL,NAME,NAME_URL17,NAME18,AGE,OVA,POT,TEAM_CONTRACT,TEAM_CONTRACT_URL,TEAM_CONTRACT19,TEAM_CONTRACT20,FOOT,BOV,BP_URL,BP,VALUE,WAGE,ATTACKING,CROSSING,FINISHING,HEADINGACCURACY,SHORTPASSING,VOLLEYS,SKILL,DRIBBLING,CURVE,FKACCURACY,LONGPASSING,BALLCONTROL,MOVEMENT,ACCELERATION,SPRINTSPEED,AGILITY,REACTIONS,BALANCE,POWER,SHOTPOWER,JUMPING,STAMINA,STRENGTH,LONGSHOTS,MENTALITY,AGGRESSION,INTERCEPTIONS,POSITIONING,VISION,PENALTIES,COMPOSURE,DEFENDING,MARKING,STANDINGTACKLE,SLIDINGTACKLE,GOALKEEPING,GKDIVING,GKHANDLING,GKKICKING,GKPOSITIONING,GKREFLEXES,TOTAL,BASESTATS,W_F,SM,A_W,D_W,IR,BODYTYPE,PAC,SHO,PAS,DRI,DEF,PHY,NAME_URL21,NAME22,NAME_URL23,NAME24
https://cdn.sofifa.net/players/259/307/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/259307/malo-gusto/230008/,M. Gusto,https://sofifa.com/players?pn=3,RB,19,75,85,https://cdn.sofifa.net/teams/66/30.png,https://sofifa.com/team/66/olympique-lyonnais/,Olympique Lyonnais,"
2020 ~ 2024",Right,76,https://sofifa.com/players?pn=2,RWB,€11.5M,€24K,301,77,44,57,71,52,317,73,73,36,62,73,395,85,88,74,71,77,322,60,68,83,65,46,321,74,67,71,64,45,72,210,65,72,73,49,10,6,14,8,11,1915,416,3 ,3,High,High,1 ,Lean (170-185),87,49,68,73,68,71,,,,
https://cdn.sofifa.net/players/158/023/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/158023/lionel-messi/230008/,L. Messi,https://sofifa.com/players?pn=23,RW,35,91,91,https://cdn.sofifa.net/teams/73/30.png,https://sofifa.com/team/73/paris-saint-germain/,Paris Saint Germain,"
2021 ~ 2023",Left,92,https://sofifa.com/players?pn=18,CAM,€54M,€195K,423,84,90,70,91,88,464,95,93,93,90,93,441,87,76,91,92,95,383,86,68,70,68,91,346,44,40,93,94,75,96,79,20,35,24,54,6,11,15,14,8,2190,452,4 ,4,Low,Low,5 ,Unique,81,89,90,94,34,64,,,,
https://cdn.sofifa.net/players/242/516/23_60.png,"FIFA 23 Dec 17, 2022",60,Heading Accuracy,87,Potential,,,,,,,,,,,,,https://sofifa.com/player/242516/cody-gakpo/230008/,C. Gakpo,https://sofifa.com/players?pn=27,LW,23,83,88,https://cdn.sofifa.net/teams/247/30.png,https://sofifa.com/team/247/psv/,PSV,"
2016 ~ 2026",Right,84,https://sofifa.com/players?pn=12,RM,€55M,€29K,382,83,82,66,76,75,392,86,78,76,68,84,406,86,87,81,81,71,397,86,75,76,77,83,327,60,39,81,79,68,78,109,43,38,28,47,15,11,7,9,5,2060,445,4 ,4,Medium,Medium,2 ,Lean (185+),87,82,77,84,42,73,,,,
https://cdn.sofifa.net/players/251/517/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/251517/josko-gvardiol/230008/,J. Gvardiol,https://sofifa.com/players?pn=5,CB,20,81,89,https://cdn.sofifa.net/teams/112172/30.png,https://sofifa.com/team/112172/rb-leipzig/,RB Leipzig,"
2021 ~ 2027",Left,83,https://sofifa.com/players?pn=5,CB,€53M,€41K,310,61,42,77,76,54,343,75,59,59,74,76,374,80,84,68,77,65,379,76,84,79,84,56,349,85,80,58,65,61,75,243,77,83,83,39,5,8,6,9,11,2037,442,4 ,3,High,High,1 ,Normal (185+),82,54,69,74,80,83,https://sofifa.com/players?pn=7,LB,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",LB,Position 2,CDM,Position 3,,Real Face,,,,,,,,,,,https://sofifa.com/player/239301/lisandro-martinez/230008/,L. Martínez,https://sofifa.com/players?pn=5,CB,24,82,87,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/11/manchester-united/,Manchester United,"
2022 ~ 2027",Left,84,https://sofifa.com/players?pn=10,CDM,€41.5M,€105K,341,75,52,76,82,56,360,76,68,55,82,79,382,77,72,75,79,79,395,72,91,85,81,66,360,86,83,62,74,55,84,252,85,84,83,55,6,14,13,14,8,2145,456,3 ,3,Medium,High,2 ,Normal (170-185),74,60,77,78,83,84,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",,Height,,,,,,,,,,,,,,,https://sofifa.com/player/253072/darwin-nunez/230008/,D. Núñez,https://sofifa.com/players?pn=25,ST,23,82,89,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/9/liverpool/,Liverpool,"
2022 ~ 2028",Right,84,https://sofifa.com/players?pn=25,ST,€61.5M,€120K,374,67,83,76,69,79,349,76,75,61,60,77,409,88,91,78,85,67,413,86,76,89,87,75,353,78,41,85,71,78,83,108,36,39,33,59,14,10,12,10,13,2065,444,3 ,3,High,High,1 ,Lean (185+),90,82,68,77,42,85,https://sofifa.com/players?pn=27,LW,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/233084/nahuel-molina/230008/,N. Molina,https://sofifa.com/players?pn=12,RM,24,78,84,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/240/atletico-madrid/,Atlético Madrid,"
2022 ~ 2027",Right,79,https://sofifa.com/players?pn=12,RM,€22M,€44K,344,79,67,60,76,62,331,76,66,44,68,77,399,84,81,80,78,76,352,70,75,79,61,67,343,74,72,77,75,45,71,216,71,75,70,48,12,13,8,5,10,2033,439,3 ,2,High,High,1 ,Lean (170-185),82,67,73,77,71,69,https://sofifa.com/players?pn=2,RWB,https://sofifa.com/players?pn=3,RB
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",92,Finishing,90,Heading Accuracy,84,Dribbling,78,Acceleration,93,Reactions,74,Stamina,89,Long Shots,94,Positioning,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/230008/,Cristiano Ronaldo,https://sofifa.com/players?pn=25,ST,37,88,88,,https://sofifa.com/players?na=38,,"
Free",Right,88,https://sofifa.com/players?pn=25,ST,€0,€0,421,78,91,89,78,85,392,81,79,75,70,87,392,76,82,77,90,67,421,93,95,70,75,88,350,62,29,93,76,90,94,80,24,32,24,58,7,11,15,14,11,2114,435,4 ,5,High,Low,5 ,Unique,79,91,76,83,34,72,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",,Height,,,,,,,,,,,,,,,https://sofifa.com/player/246174/harvey-elliott/230008/,H. Elliott,https://sofifa.com/players?pn=18,CAM,19,75,87,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/9/liverpool/,Liverpool,"
2019 ~ 2027",Left,77,https://sofifa.com/players?pn=18,CAM,€13.5M,€44K,311,74,64,40,75,58,346,79,61,57,70,79,400,82,72,87,72,87,272,62,40,70,37,63,283,36,38,72,78,59,73,109,37,40,32,47,10,10,6,14,7,1768,376,4 ,4,Medium,Medium,1 ,Lean (170-),77,63,73,80,38,45,https://sofifa.com/players?pn=14,CM,https://sofifa.com/players?pn=23,RW
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/211117/dele-alli/230008/,D. Alli,https://sofifa.com/players?pn=18,CAM,26,77,80,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/327/besiktas/,Beşiktaş,"
May 31, 2023 On Loan",Right,80,https://sofifa.com/players?pn=25,ST,€14M,€40K,383,70,80,78,78,77,372,79,76,60,76,81,338,63,66,69,74,66,359,76,71,66,74,72,363,66,60,80,77,80,78,190,63,65,62,41,7,6,9,11,8,2046,429,3 ,4,Medium,Medium,3 ,Unique,65,77,75,78,64,70,https://sofifa.com/players?pn=14,CM,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/242444/joao-felix-sequeira/230008/,João Félix,https://sofifa.com/players?pn=21,CF,22,83,89,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/240/atletico-madrid/,Atlético Madrid,"
2019 ~ 2026",Right,86,https://sofifa.com/players?pn=18,CAM,€59M,€71K,391,77,79,69,83,83,401,88,83,67,76,87,418,83,82,88,81,84,374,80,76,75,62,81,345,68,40,84,85,68,85,107,30,42,35,66,13,12,14,13,14,2102,436,4 ,5,Medium,Medium,2 ,Unique,82,80,80,87,40,67,https://sofifa.com/players?pn=25,ST,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",,Defensive Work Rate,,,,,,,,,,,,,,,https://sofifa.com/player/260599/alan-varela/230008/,A. Varela,https://sofifa.com/players?pn=10,CDM,20,76,86,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/1877/boca-juniors/,Boca Juniors,"
2020 ~ 2026",Right,77,https://sofifa.com/players?pn=10,CDM,€15.5M,€11K,312,61,54,57,80,60,340,68,80,43,74,75,362,71,70,71,75,75,348,69,62,82,74,61,337,65,76,63,73,60,79,217,75,72,70,51,8,11,14,5,13,1967,419,3 ,3,Medium,High,1 ,Normal (170-185),70,59,72,72,72,74,https://sofifa.com/players?pn=14,CM,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/231747/kylian-mbappe/230008/,K. Mbappé,https://sofifa.com/players?pn=25,ST,23,91,95,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/73/paris-saint-germain/,Paris Saint Germain,"
2018 ~ 2024",Right,92,https://sofifa.com/players?pn=25,ST,€190.5M,€230K,411,78,93,72,85,83,404,93,80,69,71,91,461,97,97,93,93,81,410,88,77,87,76,82,357,64,38,92,83,80,88,92,26,34,32,42,13,5,7,11,6,2177,470,4 ,5,High,Low,4 ,Unique,97,89,80,92,36,76,https://sofifa.com/players?pn=27,LW,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/260601/exequiel-zeballos/230008/,E. Zeballos,https://sofifa.com/players?pn=23,RW,20,72,85,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/1877/boca-juniors/,Boca Juniors,"
2020 ~ 2026",Right,73,https://sofifa.com/players?pn=12,RM,€5.5M,€10K,280,69,60,34,65,52,339,78,64,66,57,74,406,86,83,89,65,83,280,69,40,69,38,64,270,40,28,68,70,64,75,97,27,36,34,41,5,11,11,6,8,1713,367,3 ,4,High,Low,1 ,Normal (170-185),84,63,66,77,31,46,https://sofifa.com/players?pn=27,LW,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/228093/marcus-thuram/230008/,M. Thuram,https://sofifa.com/players?pn=25,ST,24,79,84,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/23/borussia-monchengladbach/,Borussia Mönchengladbach,"
2019 ~ 2023",Right,81,https://sofifa.com/players?pn=25,ST,€27M,€32K,375,74,80,77,74,70,336,82,66,48,62,78,375,78,89,73,78,57,389,81,71,79,85,73,326,50,50,80,76,70,75,129,43,49,37,62,11,13,14,9,15,1992,436,3 ,3,Medium,Low,2 ,Stocky (185+),84,78,71,78,49,76,https://sofifa.com/players?pn=16,LM,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/252145/nuno-alexandre-tavares-mendes/230008/,Nuno Mendes,https://sofifa.com/players?pn=7,LB,20,80,88,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/73/paris-saint-germain/,Paris Saint Germain,"
2021 ~ 2026",Left,80,https://sofifa.com/players?pn=7,LB,€44M,€54K,322,78,45,68,77,54,351,77,66,59,70,79,420,90,89,81,78,82,362,80,70,80,69,63,335,73,74,73,70,45,75,225,73,78,74,50,7,8,8,12,15,2065,444,4 ,3,High,Medium,1 ,Lean (170-185),89,57,73,78,74,73,https://sofifa.com/players?pn=8,LWB,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",66,Finishing,68,Short Passing,78,Dribbling,85,Sprint Speed,65,Positioning,69,Overall Rating,85,Potential,N/A,Position 3,https://sofifa.com/player/258906/wilfried-gnonto/230008/,W. Gnonto,https://sofifa.com/players?pn=25,ST,18,70,86,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/8/leeds-united/,Leeds United,"
2022 ~ 2027",Right,73,https://sofifa.com/players?pn=18,CAM,€4.1M,€9K,307,53,68,62,70,54,315,79,52,46,64,74,408,88,86,86,65,83,329,70,64,64,67,64,269,53,25,67,61,63,70,77,37,21,19,53,11,9,10,10,13,1758,387,4 ,3,Medium,Medium,1 ,Stocky (170-),87,67,62,77,31,63,https://sofifa.com/players?pn=16,LM,https://sofifa.com/players?pn=12,RM
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/252371/jude-bellingham/230008/,J. Bellingham,https://sofifa.com/players?pn=14,CM,19,84,91,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/22/borussia-dortmund/,Borussia Dortmund,"
2020 ~ 2025",Right,85,https://sofifa.com/players?pn=14,CM,€81.5M,€41K,367,66,77,69,84,71,368,85,68,49,82,84,395,78,73,81,84,79,392,78,77,89,74,74,382,85,80,77,84,56,79,233,79,78,76,48,14,11,10,5,8,2185,470,4 ,4,High,High,2 ,Lean (185+),75,75,78,84,78,80,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",85,Dribbling,82,Vision,78,Overall Rating,83,Potential,,+ Dribbler,,,,,,,https://sofifa.com/player/233260/alexis-vega/230008/,A. Vega,https://sofifa.com/players?pn=27,LW,24,79,82,,https://sofifa.com/players?na=83,,"
Free",Right,82,https://sofifa.com/players?pn=18,CAM,€0,€0,351,69,76,64,77,65,387,88,72,75,74,78,401,81,79,83,72,86,386,80,70,80,75,81,317,64,26,75,86,66,75,81,44,19,18,43,5,11,12,8,7,1966,422,3 ,4,Medium,Low,1 ,Normal (170-185),80,77,76,83,32,74,https://sofifa.com/players?pn=25,ST,https://sofifa.com/players?pn=16,LM
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/262863/antonio-nusa/230008/,A. Nusa,https://sofifa.com/players?pn=27,LW,17,68,88,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/231/club-brugge/,Club Brugge,"
2021 ~ 2025",Right,68,https://sofifa.com/players?pn=27,LW,€3.3M,€2K,273,58,58,40,62,55,335,78,67,58,57,75,397,87,85,89,50,86,253,67,33,40,53,60,228,37,27,57,53,54,55,137,37,47,53,59,12,14,14,9,10,1682,367,4 ,4,Medium,Medium,1 ,Normal (170-185),86,60,59,76,40,46,https://sofifa.com/players?pn=23,RW,https://sofifa.com/players?pn=25,ST
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/240833/youssoufa-moukoko/230008/,Y. Moukoko,https://sofifa.com/players?pn=25,ST,17,73,89,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/22/borussia-dortmund/,Borussia Dortmund,"
2020 ~ 2023",Left,75,https://sofifa.com/players?pn=25,ST,€7.5M,€7K,327,47,78,62,67,73,304,79,68,39,42,76,408,82,86,84,71,85,337,70,77,64,67,59,270,48,31,72,59,60,68,86,30,31,25,60,13,13,11,10,13,1792,385,4 ,4,Medium,Low,1 ,Normal (170-185),84,71,56,78,33,63,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/245371/thiago-almada/230008/,T. Almada,https://sofifa.com/players?pn=18,CAM,21,76,87,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/112885/atlanta-united/,Atlanta United,"
2022 ~ 2025",Right,78,https://sofifa.com/players?pn=18,CAM,€17M,€7K,321,64,71,39,74,73,377,82,83,65,68,79,428,90,81,92,72,93,332,75,56,74,55,72,339,64,58,68,72,77,81,157,47,57,53,47,12,8,9,8,10,2001,424,4 ,4,High,Low,1 ,Normal (170-185),85,72,71,82,52,62,https://sofifa.com/players?pn=27,LW,https://sofifa.com/players?pn=23,RW
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/248243/eduardo-camavinga/230008/,E. Camavinga,https://sofifa.com/players?pn=14,CM,19,79,89,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/243/real-madrid/,Real Madrid,"
2021 ~ 2027",Left,83,https://sofifa.com/players?pn=10,CDM,€38M,€78K,339,70,62,64,84,59,375,80,72,59,81,83,389,75,76,81,79,78,371,73,70,81,78,69,367,78,77,73,77,62,82,234,75,80,79,50,12,6,8,12,12,2125,455,3 ,4,High,High,3 ,Lean (170-185),76,66,78,81,76,78,https://sofifa.com/players?pn=10,CDM,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",64,Heading Accuracy,67,Dribbling,70,Ball Control,80,Sprint Speed,81,Stamina,58,Aggression,76,Interceptions,63,Vision,https://sofifa.com/player/270086/antonio-joao-tavares-silva/230008/,António Silva,https://sofifa.com/players?pn=5,CB,18,75,87,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/234/benfica/,Benfica,"
2022 ~ 2027",Right,77,https://sofifa.com/players?pn=10,CDM,€12M,€3K,250,45,28,74,74,29,272,69,31,26,73,73,336,77,81,48,78,52,299,45,67,83,82,22,275,63,80,25,67,40,77,225,74,78,73,44,12,10,8,6,8,1701,394,2 ,2,Low,Medium,1 ,Lean (185+),79,31,62,68,76,78,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",81,Crossing,65,Finishing,80,Dribbling,77,Positioning,72,Vision,81,Overall Rating,87,Potential,,,https://sofifa.com/player/243576/pedro-antonio-porro-sauceda/230008/,Pedro Porro,https://sofifa.com/players?pn=2,RWB,22,82,88,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/237/sporting-cp/,Sporting CP,"
2022 ~ 2025",Right,82,https://sofifa.com/players?pn=2,RWB,€46M,€16K,353,82,68,68,75,60,383,81,78,67,74,83,391,80,84,78,78,71,382,83,59,91,74,75,373,74,76,80,77,66,78,227,74,78,75,48,15,7,14,5,7,2157,465,3 ,3,High,Medium,1 ,Normal (170-185),82,73,76,81,75,78,https://sofifa.com/players?pn=12,RM,,
